Name,Year of release,Number of Episode,Network,Duration/min,Content Rating,Rank,Rating,Genre_Action,Genre_Business,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Food,Genre_Friendship,Genre_Historical,Genre_Horror,Genre_Investigation,Genre_Law,Genre_Life,Genre_Martial Arts,Genre_Medical,Genre_Melodrama,Genre_Military,Genre_Music,Genre_Mystery,Genre_Political,Genre_Psychological,Genre_Romance,Genre_School,Genre_Sci-Fi,Genre_Sports,Genre_Supernatural,Genre_Suspense,Genre_Thriller,Genre_Youth,Genre_Zombies,Tag_1980s,Tag_1990s,Tag_Abuse,Tag_Abusive Relationship,Tag_Accident,Tag_Accountant,Tag_Adapted From A Manhwa,Tag_Adapted From A Webtoon,Tag_Adoption,Tag_Adult Romance,Tag_Afterlife,Tag_Age Gap,Tag_Agent,Tag_Aggressive Male Lead,Tag_Alexithymia,Tag_Alien,Tag_Amnesia,Tag_Antisocial Personality Disorder,Tag_Army Officer,Tag_Arrogant Male Lead,Tag_Attempted Suicide,Tag_Autism,Tag_Babysitting,Tag_Badass Female Lead,Tag_Badass Male Lead,Tag_Ballet,Tag_Ballet Dancer,Tag_Bantering Relationship,Tag_Baseball,Tag_Best Friends,Tag_Betrayal,Tag_Bickering Couple,Tag_Blue House,Tag_Body Swap,Tag_Bodyguard,Tag_Boss/Employee Relationship,Tag_Bromance,Tag_Calm Female Lead,Tag_Calm Male Lead,Tag_Campus Life,Tag_Caregiver,Tag_Celebrity,Tag_Character Development,Tag_Charming Male Lead,Tag_Child,Tag_Child Abandonment,Tag_Child Abuse,Tag_Child Behavior Issues,Tag_Childhood Acquaintance,Tag_Childhood Connection,Tag_Childhood Friends,Tag_Childhood Trauma,Tag_Childish Female Lead,Tag_Church,Tag_Clan,Tag_Clingy Female Lead,Tag_Cohabitation,Tag_College Life,Tag_Coma,Tag_Coming Of Age,Tag_Competent Protagonist,Tag_Con Artist,Tag_Conspiracy,Tag_Contract Relationship,Tag_Cooking,Tag_Corruption,Tag_Crime Solving Duo,Tag_Criminal Profiler,Tag_Cross-Dressing,Tag_Crossworlds Traveler,Tag_Cult,Tag_Curse,Tag_Cyberbullying,Tag_Dark Plot,Tag_Death,Tag_Death Of A Child,Tag_Death Of A Parent,Tag_Death Of Parents,Tag_Deception,Tag_Demon,Tag_Depression,Tag_Destiny,Tag_Detective,Tag_Determined Male Lead,Tag_Different Timelines,Tag_Disaster,Tag_Discrimination,Tag_Dissociative Identity Disorder,Tag_Divorce,Tag_Divorced Couple,Tag_Doctor,Tag_Dokkaebi,Tag_Domestic Violence,Tag_Dorky Male Lead,Tag_Double Identity,Tag_Double Life,Tag_Drama,Tag_Dream,Tag_Drug Dealer,Tag_Eccentric Character,Tag_Eccentric Female Lead,Tag_Eccentric Male Lead,Tag_Emotional Blunting,Tag_Emotionally Wounded,Tag_Empress,Tag_Enemies To Lovers,Tag_Euthanasia,Tag_Evil Spirit,Tag_Ex-convict,Tag_Ex-girlfriend Comes Back,Tag_Exorcism,Tag_Extramarital Affair,Tag_Extreme Violence,Tag_Failing Marriage,Tag_Faithful Male Lead,Tag_Fake Incest,Tag_Family Pressure,Tag_Family Relationship,Tag_Family Secret,Tag_Famous Actress,Tag_Fate,Tag_Father-Daughter Relationship,Tag_Father-Son Relationship,Tag_Female Centered Plot,Tag_Female Chases Male First,Tag_Female Lead Action Scenes,Tag_Female Warrior,Tag_Fight,Tag_Filmed Abroad,Tag_First Love,Tag_Flashback To Past,Tag_Food,Tag_Forbidden Love,Tag_Foreigner,Tag_Forensic Science,Tag_Friends To Enemies,Tag_Friends To Lovers,Tag_Friendship,Tag_Funny Female Lead,Tag_Future,Tag_Game Developer,Tag_Gang,Tag_Gangster,Tag_Gaslighting,Tag_Gender Swap,Tag_General Manager,Tag_Ghost,Tag_Ghost-seeing Male Lead,Tag_Good Twin/Evil Twin,Tag_Gore,Tag_Goryeo Dynasty,Tag_Greed,Tag_Grief,Tag_Grim Reaper,Tag_Grudge,Tag_Guilt,Tag_Gun Violence,Tag_Gwangjong,Tag_Gwangju Uprising,Tag_Hacker,Tag_Hallucination,Tag_Happy Ending,Tag_Hardship,Tag_Hardworking Female Lead,Tag_Hardworking Male Lead,Tag_Hatred,Tag_Healing,Tag_Heartfelt,Tag_Hidden Identity,Tag_Hidden Personality,Tag_Hidden Relationship,Tag_High Class Society,Tag_High School,Tag_Hospital,Tag_Hostel,Tag_Hot-tempered Female Lead,Tag_Hotel,Tag_Housemates,Tag_Huge Family,Tag_Hwaseong Serial Murders,Tag_Identical Twins,Tag_Identity Swap,Tag_Illegal Business,Tag_Immortal,Tag_Incurable Disease,Tag_Independent Female Lead,Tag_Infidelity,Tag_Injustice,Tag_Interspecies Romance,Tag_Investigation,Tag_Japanese Colonial Rule,Tag_Jealousy,Tag_Joseon Dynasty,Tag_Kidnapping,Tag_King/Emperor,Tag_Law,Tag_Law Student,Tag_Lawyer,Tag_Life Lesson,Tag_Love Square,Tag_Love Triangle,Tag_Love/Hate Relationship,Tag_Lovers From Different Countries,Tag_Low Self-esteem Protagonist,Tag_Lying,Tag_Mafia,Tag_Makjang,Tag_Male Chases Female First,Tag_Manipulative Character,Tag_Marriage,Tag_Marriage Of Convenience,Tag_Married Couple,Tag_Mature Protagonist,Tag_Mean Male Lead,Tag_Medical,Tag_Medical Student,Tag_Melodrama,Tag_Mental Disorder,Tag_Mental Health,Tag_Mental Illness,Tag_Mental Torment,Tag_Mind Reading,Tag_Missing Person,Tag_Mistress,Tag_Misunderstanding,Tag_Monsters,Tag_Morally Ambiguous Lead,Tag_Mother-Daughter Relationship,Tag_Mother-Son Relationship,Tag_Motherhood,Tag_Mourning,Tag_Multiple Couples,Tag_Multiple Mains,Tag_Murder,Tag_Mystery,Tag_Naive Female Lead,Tag_National Assembly,Tag_National Intelligence Service,Tag_Neighbors,Tag_Nerdy Male Lead,Tag_Neurosurgeon,Tag_Nice Female Lead,Tag_Nice Male Lead,Tag_North And South Korea,Tag_North Korean,Tag_Nostalgia,Tag_Nurse,Tag_Obsession,Tag_Office Romance,Tag_Office Worker,Tag_Old-Young Generation,Tag_Older Man/Younger Woman,Tag_Older Woman/Younger Man,Tag_Opera Singer,Tag_Orphan Female Lead,Tag_Orphan Male Lead,Tag_PTSD,Tag_Palace,Tag_Palace Politics,Tag_Parallel Dimension,Tag_Past And Present,Tag_Personal Growth,Tag_Phobia,Tag_Physician,Tag_Plane Crash,Tag_Plot Twist,Tag_Police,Tag_Police Officer,Tag_Police Procedural,Tag_Policewoman,Tag_Political Intrigue,Tag_Poor Female Lead,Tag_Possessed,Tag_Possessive Male Lead,Tag_Power Struggle,Tag_Pre-produced,Tag_Precognition,Tag_Priest,Tag_Prince Lead,Tag_Princess Lead,Tag_Prison,Tag_Prisoner,Tag_Professor,Tag_Prosecutor,Tag_Prostitution,Tag_Psychiatry,Tag_Psychic,Tag_Psychological Manipulation,Tag_Psychopath,Tag_Rebellion,Tag_Reincarnation,Tag_Remake,Tag_Reporter,Tag_Return To Past,Tag_Revenge,Tag_Reverse-Harem,Tag_Revolution,Tag_Rich Female Lead,Tag_Rich Male Lead,Tag_Rich Man/Poor Woman,Tag_Righteous Male Lead,Tag_Royal Cook,Tag_Royal Rules And Etiquette,Tag_Sad Romance,Tag_Sassy Female Lead,Tag_Satire,Tag_Savant Syndrome,Tag_Scheme,Tag_School,Tag_School Bullying,Tag_Second Chance,Tag_Secondary Couple,Tag_Secret,Tag_Secret Organization,Tag_Security Service Provider,Tag_Self-centered Character,Tag_Senior Citizen,Tag_Serial Killer,Tag_Shamanism,Tag_Sibling,Tag_Sibling Relationship,Tag_Sibling Rivalry,Tag_Single Mother,Tag_Single Parent,Tag_Sismance,Tag_Sisterhood,Tag_Skilled Killer,Tag_Slave,Tag_Slavery,Tag_Slice Of Life,Tag_Slight Romance,Tag_Slow Burn Romance,Tag_Slow Romance,Tag_Smart Female Lead,Tag_Smart Male Lead,Tag_Social Commentary,Tag_Social Justice,Tag_Social Media,Tag_Social Satire,Tag_Socially Awkward Protagonist,Tag_Soldier,Tag_Special Power,Tag_Spirit,Tag_Spy,Tag_Stalking,Tag_Star Crossed Lovers,Tag_Steamy Kiss,Tag_Strong Female Characters,Tag_Strong Female Lead,Tag_Strong Friendship,Tag_Strong Male Lead,Tag_Student,Tag_Successful Female Lead,Tag_Successful Male Lead,Tag_Superhuman Strength,Tag_Supernatural,Tag_Supernatural Phenomena,Tag_Supernatural Power,Tag_Surgeon,Tag_Survival,Tag_Survivor Guilt,Tag_Suspense,Tag_Swimming,Tag_Sword-fight,Tag_Taejo,Tag_Taejong,Tag_Talented Lead,Tag_Taxi,Tag_Taxi Driver,Tag_Teacher,Tag_Teamwork,Tag_Tearjerker,Tag_Teenager,Tag_Terrorism,Tag_Terrorist,Tag_Time Altering,Tag_Time Manipulation,Tag_Time Travel,Tag_Tomboy,Tag_Tough Male Lead,Tag_Tragic Past,Tag_Transmigration,Tag_Trauma,Tag_Twins,Tag_Uncle-Nephew Relationship,Tag_Uncover A Truth,Tag_Unfortunate Male Lead,Tag_University,Tag_Unrequited Love,Tag_Unusual Friendship,Tag_Violence,Tag_War,Tag_Warm Man/Cold Woman,Tag_Webtoon Artist,Tag_Weightlifting,Tag_Workplace,Tag_Workplace Abuse,Tag_Writer,Tag_Wrongfully Accused,Tag_Yuan Dynasty,ahn_bo_hyun,ahn_eun_jin,ahn_hyo_seop,ahn_jae_hong,ahn_jae_wook,ahn_ji_ho,ahn_nae_sang,ahn_seung_gyun,ahn_so_hee,ahn_suk_hwan,ahn_woo_yeon,bae_doo_na,bae_hae_seon,bae_jong_ok,bae_sung_woo,bae_suzy,baek__yoon_shik,baek_ji_won,baek_jin_hee,bong_tae_kyu,byun_baek_hyun,byun_yo_han,cha_hwa_yun,cha_ji_yeon,chae_gook_hee,chae_soo_bin,cho_byeong_kyu,cho_hye_jung,cho_yeo_jung,choi_byung_mo,choi_dae_hoon,choi_jae_woong,choi_jin_ho,choi_jin_hyuk,choi_jung_woo,choi_min_soo,choi_moo_sung,choi_sung_eun,choi_won_young,choi_yoon_young,choo_ja_hyun,chun_ho_jin,chun_woo_hee,do_ji_won,esom,eugene,eun_ji_won,geum_sae_rok,go_ah_sung,go_bo_gyeol,go_doo_shim,go_hyun_jung,go_kyung_pyo,go_min_si,go_soo,go_sung_hee,go_won_hee,gong_hyo_jin,gong_myung,gong_seung_yeon,gong_yoo,ha_ji_won,ha_joon,han_bo_reum,han_chae_ah,han_hyo_joo,han_ji_eun,han_seok_kyu,han_seung_yeon,han_so_hee,han_ye_ri,heo_joon_ho,heo_jung_min,heo_yool,hong_jong_hyun,hong_ri_na,hong_seung_hee,hong_soo_hyun,hoya,hwang_hee,hwang_jung_eum,hwang_young_hee,hyun_bin,iu,im_ho,im_hwa_young,im_shi_wan,im_soo_jung,jang_dong_gun,jang_hee_jin,jang_hyuk_jin,jang_hyun_sung,jang_ki_yong,jang_na_ra,jang_yong,jang_young_nam,jeon_hye_jin,jeon_mi_do,jeon_sung_woo,jeon_yeo_bin,ji_chang_wook,ji_jin_hee,ji_seung_hyun,ji_sung,jin_goo,jin_hee_kyung,jin_kyung,jin_se_yeon,jo__woo_jin,jo_dong_hyuk,jo_dong_in,jo_han_chul,jo_hee_bong,jo_hyun_chul,jo_in_sung,jo_jae_yoon,jo_jin_woong,jo_jung_suk,jo_seung_woo,jo_sung_ha,jo_yun_hee,joo_ji_hoon,joo_jin_mo,joo_seok_tae,joo_won,jun_ji_hyun,jun_suk_ho,jung_da_bin,jung_da_eun,jung_dong_gyu,jung_eun_chae,jung_eun_ji,jung_hae_in,jung_hye_sung,jung_in_sun,jung_jae_young,jung_joon_ho,jung_kyung_ho,jung_min_ah,jung_so_min,jung_suk_yong,jung_woo,jung_woong_in,jung_yoo_jin,jung_yoo_mi,jung_young_joo,jung_yu_mi,kang_ha_neul,kang_han_na,kang_ki_young,kang_seung_hyun,kang_seung_yoon,kang_shin_il,kang_so_ra,kang_ye_won,karata_erika,kim__mi_kyung,kim__sang_ho,kim_bum,kim_byung_chul,kim_byung_ok,kim_chang_wan,kim_da_mi,kim_dae_myung,kim_do_hyun,kim_dong_hee,kim_dong_wook,kim_eui_sung,kim_ga_eun,kim_gab_soo,kim_go_eun,kim_ha_neul,kim_hae_sook,kim_hee_ae,kim_hwan_hee,kim_hye_ja,kim_hye_joon,kim_hye_ok,kim_hye_soo,kim_jae_wook,kim_jee_soo,kim_ji_han,kim_ji_soo,kim_ji_suk,kim_ji_won,kim_joo_heon,kim_jung_hyun,kim_kang_hyun,kim_kang_woo,kim_kyung_nam,kim_min_jong,kim_min_jung,kim_min_seok,kim_myung_min,kim_nam_gil,kim_nam_hee,kim_ok_bin,kim_sang_joong,kim_se_jeong,kim_seo_hyung,kim_shin_rok,kim_so_yeon,kim_soo_hyun,kim_sun_ah,kim_sung_chul,kim_sung_gyu,kim_sung_kyun,kim_sung_oh,kim_tae_hoon,kim_tae_ri,kim_tae_woo,kim_won_hae,kim_yeo_jin,kim_yeong_cheol,kim_yoo_mi,kim_yoo_ri,kim_young_ae,kim_young_min,ko_jun,krystal,kwak_dong_yeon,kwak_shi_yang,kwon_hwa_woon,kwon_na_ra,kwon_yu_ri,kyeon_mi_ri,kyung_soo_jin,lee_bo_young,lee_byung_hun,lee_da_hee,lee_david,lee_do_hyun,lee_do_kyung,lee_dong_hwi,lee_dong_wook,lee_el,lee_gi_kwang,lee_ha_nee,lee_hee_joon,lee_hong_nae,lee_hye_ri,lee_hye_young,lee_jae_wook,lee_jae_yoon,lee_je_hoon,lee_ji_ah,lee_jin_wook,lee_jong_suk,lee_joo_bin,lee_joo_woo,lee_joo_young,lee_joon,lee_joon_gi,lee_joon_hyuk,lee_joong_ok,lee_jun_ho,lee_jun_young,lee_jung_eun,lee_ki_woo,lee_kwang_soo,lee_kyu_hyung,lee_min_jung,lee_min_ki,lee_min_woo,lee_moon_shik,lee_sang_yeob,lee_sang_yi,lee_se_young,lee_seung_gi,lee_seung_jun,lee_shi_young,lee_shin_young,lee_si_eon,lee_soo_hyun,lee_soo_kyung,lee_sun_kyun,lee_sung_kyung,lee_sung_min,lee_sung_wook,lee_tae_hwan,lee_tae_ran,lee_won_jong,lee_yi_kyung,lee_yo_won,lee_yoo_joon,lee_yoo_ri,lee_yoo_young,lee_young_ae,ma_dong_seok,min_jin_woong,moon_chae_won,moon_sung_geun,myung_se_bin,n,na_in_woo,na_moon_hee,na_young_hee,nam__da_reum,nam_gyu_ri,nam_ji_hyun,nam_joo_hyuk,nam_ki_ae,nam_sang_mi,nam_yoon_su,namgoong_min,noh_jong_hyun,noh_min_woo,oh_chang_seok,oh_dae_hwan,oh_jung_se,oh_man_suk,oh_min_suk,oh_na_ra,oh_yeon_seo,ok_taec_yeon,p.o,park_bo_gum,park_bo_young,park_byung_eun,park_eun_bin,park_gyu_young,park_hae_jin,park_hae_joon,park_hae_soo,park_hee_soon,park_ho_san,park_hoon,park_hye_soo,park_hyuk_kwon,park_hyung_shik,park_in_hwan,park_ji_young,park_jong_hwan,park_joo_hyun,park_jun_gyu,park_ki_woong,park_min_young,park_sang_won,park_seo_joon,park_shi_hoo,park_sun_young,park_sung_woong,park_won_sook,pyo_ye_jin,ra_mi_ran,roh_jeong_eui,ryeoun,ryu_deok_hwan,ryu_hwa_young,ryu_hye_young,ryu_joon_yeol,ryu_seung_ryong,ryu_soo_young,seo_eun_soo,seo_hyun_chul,seo_hyun_jin,seo_hyun_woo,seo_in_guk,seo_ji_hye,seo_jung_yeon,seo_ye_ji,seol_in_ah,shim_hee_sub,shim_hye_jin,shin_dong_wook,shin_eun_kyung,shin_ha_kyun,shin_hae_sun,shin_hyun_bin,shin_hyun_joon,shin_jae_ha,shin_jung_keun,shin_se_kyung,shin_so_yool,shin_sung_rok,so_ji_sub,so_ju_yeon,son_chang_min,son_dam_bi,son_ho_jun,son_jong_hak,son_seok_koo,son_seung_won,son_ye_jin,song__ha_yoon,song_geon_hee,song_hye_kyo,song_jong_ho,song_joong_ki,song_kang,song_sae_byuk,sung_dong_il,tang_jun_sang,uhm_hyo_sub,uhm_hyun_kyung,uhm_ki_joon,wang_ji_won,wi_ha_joon,won_jin_ah,woo_do_hwan,woo_ji_hyun,yang__mi_kyung,yang_kyung_won,yang_se_jong,ye_ji_won,ye_soo_jung,yeo_jin_goo,yeom_hye_ran,yeom_jung_ah,yoo__joon_sang,yoo_ah_in,yoo_in_na,yoo_jae_myung,yoo_ji_tae,yoo_yeon_seok,yook_sung_jae,yoon__ji_hye,yoon_hyun_min,yoon_jong_hoon,yoon_joo_sang,yoon_kyun_sang,yoon_park,yoon_sang_hyun,yoon_se_ah,yoon_sun_woo,youn_yuh_jung,Air Day 1_Friday,Air Day 1_Monday,Air Day 1_Saturday,Air Day 1_Sunday,Air Day 1_Thursday,Air Day 1_Tuesday,Air Day 1_Wednesday,Air Day 2_Saturday,Air Day 2_Sunday,Air Day 2_Thursday,Air Day 2_Tuesday,Air Day 3_Wednesday,First Aired,Last Aired
Move to Heaven,2021,10,Netflix,52,2.0,1,9.2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14/05/21,
Hospital Playlist,2020,12,tvN,90,1.0,2,9.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12/03/20,28/05/20
Flower of Evil,2020,16,tvN,70,1.0,3,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29/07/20,23/09/20
